key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-825284708,Human behaviors determine the direct and indirect impacts of free-ranging dogs on wildlife,2018,NA,NA,Journal of mammalogy,1545-1542,99,5,1261-1269,"dos Santos, Cláudia L. A. and Cassano, Camila R. and Dickman, Chris R. and Giné, Gastón A. F. and Le Pendu, Yvonnick and Newsome, Thomas M.",https://www.proquest.com/docview/2335123001?accountid=12753&bdid=17177&_bd=OD%2BLBmlL6U4hJO3Szp48JmYIkng%3D,NA,NA,"Programa de Po_s-Gradua��o em Zoologia, Universidade Estadual de Santa Cruz, km 16 Rodovia Jorge Amado, Ilh�us, BA, Brazil. , Departamento de Ci�ncias Biol�gicas, Universidade Estadual de Santa Cruz, km 16 Rodovia Jorge Amado, Ilh�us, BA, Brazil. ximity","Dogs (Canis familiaris) are among the most abundant and widely distributed carnivores worldwide, and their presence can have negative impacts on native fauna. This study investigated the invasion of cacao agroforests by free-ranging dogs in Brazil. By monitoring the behavior of dogs using direct observations, we assessed whether direct (chasing and predation) and indirect (urine and fecal deposition) interactions with wildlife are more common when dogs enter the agroforests with humans than when they stay outside. We also compared the time that dogs spent inside versus outside the agroforests, and estimated their areas of use. The dogs (n = 10) spent a small fraction of the time without their owners, and only when moving inside the cacao agroforests. The dogs fed and rested more in open habitats and house surroundings than in agroforests, but they were more active and depredated wildlife exclusively in the latter. Kernel estimates of space use at the 50% and 95% levels ranged from 1 to 46 ha and 6 to 202 ha, respectively. Most of the area used by dogs was within cacao agroforest, while core areas were concentrated near human residences and in places of owner permanence in cacao agroforest. Human movement was a key determining factor in the use of space by the dogs. Changes to human behaviors toward their dogs must be considered if the direct and indirect impacts of dogs on wildlife are to be mitigated.","p. 1261-1269 | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: fails new rule",NA,Humanities;Humanism;Humans;Dogs,NA,NA
rayyan-825284711,Labrador retrievers are more attracted to water than to social stimuli: A pilot study,2015,NA,NA,Journal of veterinary behavior,1558-7878,10,6,465-470,"Tavares, Sara B. and Ana, Magalhães and de Sousa, Liliana",https://www.proquest.com/docview/2000221097?accountid=12753&bdid=17177&_bd=zKQejETBc8rs7KXHZdL6gTJVrbo%3D,NA,NA,"Tavares, Sara B Instituto de Cie_ncias Biom�dicas Abel Salazar (ICBAS), Universidade do Porto, Porto, Portugal; Instituto de Biologia Molecular e Celular (IBMC), Porto, Portugal. r","The Labrador retriever is a breed of domestic dog (Canis lupus familiaris/Canis familiaris) of great importance to our current society. This breed was selected to be an excellent water dog and to work with fishermen. Because of its origins, the popular belief is that Labrador retrievers are “keen water lovers.” However, the extent to which this is true, and whether recent selection pressures might have changed the breed is unknown. In this pilot work, we investigated the relative importance of water as a behavioral stimulus for the modern breed. The study was conducted in an arena with a swimming pool to evaluate differences in the frequency of approach behaviors and the duration of interaction behaviors toward 3 stimuli: water, dog, and human. The behaviors were measured during 2-minute periods for each Labrador retriever (N = 10), in 3 trials, with all the stimuli present at the same time in the arena. The dogs interacted significantly longer with the water stimulus than with the dog and the human stimuli. The median of the frequency of approach to the water stimulus was significantly different from the median frequency of approach to the dog stimulus. The water appeared to be a positive stimulus for this group of Labrador retrievers and the most appealing of the 3 stimuli in the specific test condition. With this pilot study, we sought to introduce novel research in terms of needs and preferences of specific dog breeds, with particular relevance of regular contact with swimming water to the welfare of this breed.","p. 465-470 | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: pass new rule",NA,Pilot Projects;Newfoundland and Labrador,NA,NA
rayyan-825284718,Dogs don't always prefer their owners and can quickly form strong preferences for certain strangers over others,2017,NA,NA,Journal of the Experimental Analysis of Behavior,225002,108,3,305,"Feuerbacher, Erica N. and Wynne, Clive D. L.",https://www.proquest.com/docview/1969857767?accountid=12753&bdid=17177&_bd=J7OFPtEOyWtin%2F6G%2Fu6wt%2BfwnOY%3D,NA,NA,"University of Florida, Gainesville, FL, USA. Arizona State University, Tempe, AZ, USA. ","The unique relationship between dog and owner has been demonstrated in several experimental procedures, including tests in which dogs are left alone or with a stranger, tests of dogs' appeasement or social approach when petted by their owner or a stranger, and their ability to learn when taught by their owner or a stranger. In all cases, dogs responded differently to their owner, which has been referred to as a specific attachment, and likely a product of a prolonged history of reinforcement. In the current study, we used a concurrent choice paradigm in which dogs could interact with two people, both of whom provided the same petting interaction, to test whether owned dogs would prefer their owner over a stranger and whether the familiarity of the testing context would influence preference. We also investigated whether shelter and owned dogs tested with two strangers would show a preference between strangers and whether that preference would be similar in magnitude to any preference between the owner and stranger. Owned dogs preferred to interact with their owners when in an unfamiliar context, but allocated more time to the stranger in a familiar context. Both shelter and owned dogs tested with two strangers showed a magnitude of preference for one stranger over the other similar to owned dogs' preference for owners in an unfamiliar context. These results parallel what has been found in strange situation tests with owned dogs tested with their owners, but the strength of preference shown for one of two strangers indicates dogs can form a preference for one person quickly.","305-317 | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: pass new rule",NA,Dogs,NA,NA
rayyan-825284720,Human proximity seeking in family pigs and dogs,2020,NA,NA,Scientific Reports (Nature Publisher Group),20452322,10,1,NA,"Pérez, Fraga Paula and Gerencsér, Linda and Andics, Attila",https://www.proquest.com/docview/2473271531?accountid=12753&bdid=17177&_bd=6i3fO1CTly7jzRd4gFt7hRdrPY8%3D,NA,NA,"E�tv�s Lor�nd University (ELTE), Department of Ethology, Budapest, Hungary (GRID:grid.5591.8) (ISNI:0000 0001 2294 6276); E�tv�s Lor�nd University (ELTE), MTA-ELTE �Lend�let� Neuroethology of Communication Research Group, Budapest, Hungary (GRID:grid.5591.8) (ISNI:0000 0001 2294 6276) ","Family dogs (Canis familiaris) seek human contact from an early age, can discriminate and prefer their caregivers over other humans. To investigate if being kept as a family animal is sufficient to induce similar early human proximity-seeking in another domestic mammal, here we directly compared such behaviours in dogs and similarly raised domestic pigs (Sus scrofa domesticus). We used a preference test to measure proximity-seeking behaviours of 4-month-old family pigs and dogs in the presence of their caregiver and either a stranger or a familiar object, in a novel environment. We found that both pigs and dogs preferred their caregivers over the familiar object but not over the stranger. However, when the caregiver and the stranger were present, only dogs showed an overall preference for human proximity, and pigs spent more time away from both humans. These results suggest that both dogs and pigs seek the proximity of their caregiver, but there is a difference in how each species generalizes their experience to other humans. Species-specific predispositions, including that dogs have a longer socialization period and that humans are more salient as a social stimulus for them, may be important for the early development of an overall preference for humans.","RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: pass new rule",NA,Humanities;Humanism;Humans;Dogs;Swine,NA,NA
rayyan-825284721,The effects of dog obedience training and behavioural counselling upon the human-canine relationship,1993,NA,NA,Applied Animal Behaviour Science,0168-1591,37,2,147-159,"Clark, G. I. and Boyer, W. N.",https://www.proquest.com/docview/16631731?accountid=12753&bdid=17177&_bd=SJlnYNRg1fIB68Tbp50%2BiBUZCN4%3D,NA,NA,"Colorado State Univ., Fort Collins, CO 80523, USA ","Thirty adult participants provided perceptions of their dogs' behaviour and were then randomly assigned to one of three groups: the Obedience group, which received obedience training and canine behaviour counselling; the Time Instructed group, which was asked to spend 20 min a day interacting with their dog; the No Instruction group, which did not receive any instructions. Results indicated that the Obedience group showed the most improved obedience behaviour and the highest improvement in the human-canine relationship. The Obedience group also showed lower separation anxiety than the No Instruction group. Contrary to expectation, the Time Instructed group also displayed improvement in obedience behaviour and improvement in the relationship. The Time Instructed group showed lower separation anxiety than the No Instruction group. The No Instruction group revealed higher separation anxiety, no improvement in obedience and no change in the relationship. Results were interpreted in terms of positive interaction and quality time.","147-159 | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: pass new rule",NA,Humanities;Humanism;Humans;Dogs,NA,NA
rayyan-825284744,"Serum biochemical, blood gas and antioxidant status in search and rescue dogs before and after simulated fieldwork",2015,NA,NA,veterinary journal,1090-0233,206,1,47-53,"Spoo, J. W. and Zoran, D. L. and Wakshlag, J. J. and Bischoff, K. and Downey, R. L.",https://www.proquest.com/docview/2000129607?accountid=12753&bdid=17177&_bd=c03q0dWtQ9w9lIjky4MdfENDTj0%3D,NA,NA,"Spoo, J W Department of Clinical Sciences, Texas A and M College of Veterinary Medicine, College Station, TX 77845, USA. ","The aim of the study was to assess the physiological and antioxidant status before and after a 4 h search and rescue field exercise, with handlers, under warm-weather conditions performing activities compared to a control group of similarly trained dogs at rest.Serum chemistry demonstrated a decrease in serum sodium (Na) and potassium (K) in both exercising and control groups, however only Na was decreased significantly (P < 0.05) after exercise and hematocrits (HCTs) remained unchanged. The exercise group demonstrated significantly decreased serum phosphorus (P) and magnesium (Mg) compared to pre-exercise values, as did the control group (P < 0.025). There was also a significant increase in creatinine kinase concentrations in the exercise groups (P < 0.025). Serum non-esterified fatty acids were increased only in the exercise group after exercise, suggesting fat mobilization to produce energy. The mean total serum antioxidant potential in searching dogs was no different from the pre- and post-exercise values in the control dogs. Serum vitamin E concentrations did not differ between the two groups, with a decreasing trend in both groups. There was a modest decrease in serum uric acid in the control group, while there was a significant rise after exercise in the searching group (P < 0.01). Multiple changes in serum chemistry, HCTs and blood gases were documented in this study, and were similar to those observed after other endurance activities. The lack of hemoconcentration in this field search exercise suggested that even in extreme environmental conditions (heat and humidity), dogs with access to water do not experience significant dehydration or diminished antioxidant status.","p. 47-53 | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: fails new rule",NA,Dogs;Antioxidants,NA,NA
rayyan-825285058,"Disambiguating the ""guilty look"": Salient prompts to a familiar dog behaviour",2009,NA,NA,Behavioural Processes,03766357 (ISSN),81,3,447-452,"Horowitz, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-66349126373&doi=10.1016%2fj.beproc.2009.03.014&partnerID=40&md5=fe5fe807b57a12adb8eedff9551fc57b,English,NA,"Department of Psychology, Barnard College, 3009 Broadway, Milbank Hall, New York, NY 10025, USA.","Anthropomorphisms are regularly used by owners in describing their dogs. Of interest is whether attributions of understanding and emotions to dogs are sound, or are unwarranted applications of human psychological terms to non-humans. One attribution commonly made to dogs is that the ""guilty look"" shows that dogs feel guilt at doing a disallowed action. In the current study, this anthropomorphism is empirically tested. The behaviours of 14 domestic dogs (Canis familiaris) were videotaped over a series of trials and analyzed for elements that correspond to an owner-identified ""guilty look."" Trials varied the opportunity for dogs to disobey an owner's command not to eat a desirable treat while the owner was out of the room, and varied the owners' knowledge of what their dogs did in their absence. The results revealed no difference in behaviours associated with the guilty look. By contrast, more such behaviours were seen in trials when owners scolded their dogs. The effect of scolding was more pronounced when the dogs were obedient, not disobedient. These results indicate that a better description of the so-called guilty look is that it is a response to owner cues, rather than that it shows an appreciation of a misdeed. © 2009 Elsevier B.V. All rights reserved.","Cited By :71     Export Date: 17 May 2022     CODEN: BPROD | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""} | RAYYAN-LABELS: fails new rule",NA,"Anthropomorphisms;Dog-human interaction;Domestic dog;Emotion;Guilty look;behavioral response;canid;domestic species;empirical analysis;animal behavior;animal communication;animal experiment;article;Canis familiaris;dog;human;human relation;nonhuman;punishment;Animals;Behavior, Animal;Bonding, Human-Pet;Dogs;Facial Expression;Feeding Behavior;Female;Food;Guilt;Humans;Knowledge of Results (Psychology);Male;Questionnaires;Social Perception;Video Recording;Visual Perception",NA,NA
rayyan-875292179,Emotions in dogs being petted by a familiar or unfamiliar person: Validating behavioural indicators of emotional states using heart rate variability,2014,12,1,Applied animal behaviour science,0168-1591,161,NA,113-120,"Kuhne, Franziska and Johanna, C. Hößler and Struwe, Rainer",https://www.proquest.com/docview/1846317635?accountid=12753&bdid=17177&_bd=sdrjG4F145sSyi940g6P%2BBzu7so%3D,NA,NA,"Institute of Animal Welfare and Behaviour, Veterinary Department, FU Berlin, Germany ","Although physical human–dog interactions have an important influence on the human–dog relationship, few studies have proposed the key factors of physical human–dog contact affecting the well-being of dogs. Therefore, our aim was to investigate the effect of physical human–dog contact on the behaviour and cardiac activity of dogs. Thereby, we focused on the human–dog familiarity and the body area petted. The participating nine male and 15 female dogs were either familiar (familiar group) or unfamiliar (unfamiliar group) with the testperson. The testing procedure consisted of nine physical human–dog interactions applied in a random order, e.g. petting and holding the lying dog on the ground, holding a forepaw of the dog, petting the dog on its shoulder, and covering the dog's muzzle with one hand. The dogs were petted in a prescribed manner. A test sequence lasted for 30s and the inter-test sequence interval was set at 60s. The whole testing procedure was videotaped and the frequency and duration of the dogs’ behavioural responses were analysed. For the non-invasive real-time measurement of heart rate (HR) and heart rate variability (HRV) the RS 810 Polar-Systems® was applied on the dog's chest.The mean HR (F1,197=15.32, P<0.001) and root mean square of successive heartbeat interval differences (RMSSD) response values (F1,204=12.11, P=0.001) differed significantly between the dog groups. The HR values of the familiar group were significantly higher compared to the baseline values (F1,23=13.42, P=0.001). The RMSSD values of the unfamiliar group decreased significantly compared to the baseline values in all human–dog interactions (F8,45=4.36, P=0.001). Furthermore, differences of RMSSD values were analysed between the familiar and unfamiliar group, especially if the dogs were being petted on the chest, head or shoulder, under the neck, being held on the collar or ground, or when the muzzle was covered with a hand. The dogs showed more appeasement gestures if the physiological parameters revealed an increased HR and decreased RMSSD value compared to the baseline values. Likewise, decreased RMSSD values were associated with an enhanced frequency of redirected behaviours.Our results point out that the assessment of dogs’ behavioural and physiological responses during physical human–dog contact provide adequate information, whether the level of the dogs’ emotional conflict might jeopardize the benefits associated with human–dog interactions.","p. 113-120 | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,Dogs;Heart Rate;Emotions,NA,NA
rayyan-875292186,Canine Endogenous Oxytocin Responses to Dog-Walking and Affiliative Human⁻Dog Interactions,2019,2,8,Animals : an open access journal from MDPI,2076-2615,9,2,NA,"Powell, Lauren and Edwards, Kate M. and Bauman, Adrian and Guastella, Adam J. and Drayton, Bradley and Stamatakis, Emmanuel and McGreevy, Paul",https://www.proquest.com/docview/2189537160?accountid=12753&bdid=17177&_bd=UJg%2FaqwVTwL5z9yFtqd0gItoVWI%3D,NA,NA,"Charles Perkins Centre, Prevention Research Collaboration, Sydney School of Public Health, Faculty ofMedicine and Health, University of Sydney, Sydney, NSW 2050, Australia. lauren.powell@sydney.edu.au. Charles Perkins Centre, Faculty of Health Sciences, University of Sydney, Sydney, NSW 2050, Australia. kate.edwards@sydney.edu.au. Charles Perkins Centre, Prevention Research Collaboration, Sydney School of Public Health, Faculty ofMedicine and Health, University of Sydney, Sydney, NSW 2050, Australia. adrian.bauman@sydney.edu.au. Autism Clinic for Translational Research, Brain and Mind Centre, Central Clinical School, Sydney MedicalSchool, University of Sydney, Camperdown, NSW 2006, Australia. adam.guastella@sydney.edu.au. Charles Perkins Centre, Prevention Research Collaboration, Sydney School of Public Health, Faculty ofMedicine and Health, University of Sydney, Sydney, NSW 2050, Australia. bradley.drayton@sydney.edu.au. Charles Perkins Centre, Prevention Research Collaboration, Sydney School of Public Health, Faculty ofMedicine and Health, University of Sydney, Sydney, NSW 2050, Australia. emmanuel.stamatakis@sydney.edu.au. Sydney School of Veterinary Science, Faculty of Science, University of Sydney, Camperdown, NSW 2006, Australia. paul.mcgreevy@sydney.edu.au. ","Several studies suggest human⁻dog interactions elicit a positive effect on canine oxytocin concentrations. However, empirical investigations are scant and the joint influence of human⁻dog interaction and physical activity remains unexplored. The aims of the current study were to (a) examine the canine endogenous oxytocin response to owner-led dog-walking and affiliative human⁻dog interactions and (b) investigate the moderating effect of the owner-reported strength of the human⁻dog bond on such responses. Twenty-six dogs took part in a random order cross-over trial, involving dog-walking and human⁻dog interactions. Urinary samples were collected before and after each condition. The data were analyzed using linear mixed models with condition, order of conditions, condition duration, and latency from initiation of condition to urine sample collection considered as fixed effects, and the participant was considered a random effect. Canine urinary oxytocin concentrations did not differ significantly following dog-walking (mean change: -14.66 pg/mg Cr; 95% CI: -47.22, 17.90) or affiliative human⁻dog interactions (mean change: 6.94 pg/mg Cr; 95% CI: -26.99, 40.87). The reported strength of the human⁻dog bond did not significantly moderate the canine oxytocin response to either experimental condition. Contrary to our hypothesis, we did not observe evidence for a positive oxytocin response to dog-walking or human⁻dog interactions.","RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,Humanities;Humanism;Humans;Dogs;Oxytocin;MSH Release-Inhibiting Hormone,NA,NA
rayyan-875292188,Interspecies hormonal interactions between man and the domestic dog (Canis familiaris),2006,9,NA,Hormones and Behavior,0018506X,50,3,393,"Jones, Amanda C. and Josephs, Robert A.",https://www.proquest.com/docview/194874314?accountid=12753&bdid=17177&_bd=ZAyg79eibLLOoPvBYHmD1PAoV9Q%3D,NA,NA,"University of Texas at Austin, Department of Psychology, 1 University Station A8000, Austin, TX 78712-0187, USA","To date, hormonal influence in interspecies interaction has not been examined. In a study of a dog agility competition among human/dog teams, men's pre-competition basal testosterone (T) levels were positively related to changes in dogs' cortisol levels from pre- to post-competition, but only among losing teams. Furthermore, pre-competition basal T in men on losing teams predicted more than half of the variance in dogs' cortisol change. This relationship was mediated through men's punitive and affiliative behaviors towards their dogs immediately after competition. Men's T change was also a significant predictor of dogs' change in cortisol such that men who experienced greater decreases in T after a loss were associated with dogs that experienced greater increases in cortisol. In winning teams, men's pre-competition T and T changes were unrelated to dogs' cortisol changes. These results are discussed in light of T as a proxy for dominance motivation as well as T's relation to stress across the species boundary. [PUBLICATION ABSTRACT]","393-400 | RAYYAN-INCLUSION: {""Kelsey""=>""Included"", ""l.c.blake""=>""Included""}",NA,Humans;Dogs,NA,NA
rayyan-875292194,Behavioural effects of training on water rescue dogs in the Strange Situation Test,2016,1,1,Applied Animal Behaviour Science,0168-1591,174,NA,121-127,"Scandurra, Anna and Alterisio, Alessandra and D'Aniello, Biagio",https://www.proquest.com/docview/1762369538?accountid=12753&bdid=17177&_bd=NODjmqt7pCLrn6Y%2BV0QazQROGIo%3D,NA,NA,"Department of Biology, University of Naples ""Federico II"", via Cinthia, 80126 Naples, Italy ","Water rescue training produces dog-human dyads specialized in rescuing people in the water by promoting a strong cooperative relationship between dogs and their handlers. The present study aims to assess whether this training also affects the human-dog attachment bond using an adapted version of the ""Strange Situation Test"" (SST), consisting of 7 episodes of 3min each. Thirteen mutually exclusive and two non-mutually exclusive behaviours were considered. Sixty-five dogs (Labrador and Golden retrievers) were tested: 29 dogs had a Water Rescue Certificate registered (Trained group), 22 dogs had yet to begin the training program (Naive group), and 14 dogs were untrained (Old group) as an age control that was equivalent to the Trained group. All dogs showed a pattern of attachment behaviours with their owners, as they played with and greeted the owner more than the stranger and remained oriented towards the door more in the presence of the stranger during the separation episodes. Furthermore, all groups engaged in play with the stranger more when their owner was present rather than absent (episode 2 vs. 3). The Trained group was less explorative than the Naive and Old groups. Trained dogs engaged in different behaviours not for playing purposes holding a ball in their mouth more than the other groups. Social play behaviours were expressed equally by the Trained and the Naive groups and less in the Old group. Overall, the water rescue training affected the dogs' behaviour in the SST; however these behavioural differences were (probably) not related to differences in attachment quality.","121-127 | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,Dogs,NA,NA
rayyan-875292201,Behavioral and physiological reactions in dogs to a veterinary examination: Owner-dog interactions improve canine well-being,2017,8,1,Physiology & behavior,0031-9384,177,NA,270-281,"Csoltova, Erika and Boissy, Alain and Gilbert, Caroline and Michaël, Martineau",https://www.proquest.com/docview/2116861192?accountid=12753&bdid=17177&_bd=DA1djp%2FPxD1BPD%2BBFTESK95%2FvNA%3D,NA,NA,"Csoltova, Erika INRA, UMRH 1213 Herbivores, Saint-Gene_s-Champanelle 63122, France.","In order to improve well-being of dogs during veterinary visits, we aimed to investigate the effect of human social interactions on behavior and physiology during routine examination. Firstly, we assessed the impact of a standardized veterinary examination on behavioral and physiological indicators of stress in dogs. Secondly, we examined whether the owner's tactile and verbal interactions with the dog influenced behavioral and physiological stress-associated parameters. A randomized within-subjects crossover design was used to examine behavior (n=33), rectal temperature (n=33), heart rate (HR) (n=18), maximal ocular surface temperature (max OST) (n=13) and salivary cortisol concentrations (n=10) in healthy privately owned pet dogs. The study consisted of two experimental conditions: a) “contact” - owner petting and talking to the dog during the examination; b) “non-contact” - owner present during the examination but not allowed to interact with the dog. Our findings showed that the veterinary examinations produced acute stress responses in dogs during both “contact” and “non-contact” conditions, with significant increases in lip licking, HR, and max OST. A significant decrease in attempts to jump off the examination table (p=0.002) was observed during the examination in the “contact” compared to the “non-contact” condition. In addition, interactions of owners showed an attenuating effect on HR (p=0.018) and max OST (p=0.011) in their dogs. The testing order (first vs. second visit) had no impact on behavioral and physiological parameters, suggesting that dogs did not habituate or sensitize to the examination procedure. Moreover, the duration of the owner-dog interactions had no significant impact on the behavioral and physiological responses of their dogs. This study demonstrates that owner-dog interactions improve the well-being of dogs during a veterinary examination. Future research may assist in further understanding the mechanisms associated with reducing stress in dogs in similar settings.","p. 270-281 | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,Dogs,NA,NA
rayyan-875292216,Who Is Pulling the Leash? Effects of Human Gender and Dog Sex on Human–Dog Dyads When Walking On-Leash,2020,NA,NA,Animals,20762615,10,10,1894,"Hao-Yu, Shih and Paterson, Mandy B. A. and Georgiou, Fillipe and Pachana, Nancy A. and Phillips, Clive J. C.",https://www.proquest.com/docview/2545927773?accountid=12753&bdid=17177&_bd=457hr97K8CZvPPFZezjciE9rr5Q%3D,NA,NA,"Centre for Animal Welfare and Ethics, University of Queensland, White House Building (8134), Gatton Campus, Gatton, QLD 4343, Australia; mpaterson@rspcaqld.org.au (M.B.A.P.); clive.phillips58@outlook.com (C.J.C.P.).  Centre for Animal Welfare and Ethics, University of Queensland, White House Building (8134), Gatton Campus, Gatton, QLD 4343, Australia; mpaterson@rspcaqld.org.au (M.B.A.P.); clive.phillips58@outlook.com (C.J.C.P.); Royal Society for the Prevention of Cruelty to Animals Queensland, Brisbane, QLD 4076, Australia. School of Mathematical and Physical Sciences, University of Newcastle, University Drive, Callaghan, NSW 2308, Australia; fillipegeorgiou@hotmail.com. School of Psychology, University of Queensland, Brisbane, QLD 4072, Australia; n.pachana@psy.uq.edu.au ","Simple SummaryThe gender of humans and the sex of dogs influence human–dog interactions. This study investigated human–dog interactions when volunteers take shelter dogs for an on-leash walk, using video recording and a canine leash tension meter. Male dogs tended to pull more frequently and created higher leash tensions than female dogs. Dogs displayed more stress related behaviours when interacting with men than women, with the signs including spending less time holding the tail in a high position, and more frequent gazing and lip-licking behaviours. Finally, during the walk, there was a greater pre-disposition in women to use verbal commands and language typically associated with talking to babies, while men were more inclined to have physical contact with the dogs. These results may be used to match shelter dogs with appropriate men and women volunteers for dog walking exercise, and to improve potential socialisation of the dogs before rehoming.AbstractPrevious studies have indicated that human gender and canine sex influences human–dog interactions. However, the majority of studies have considered the interaction when dogs were off-leash and the behavioural interactions when dogs are walked on a leash have not been addressed. This study investigated human–dog interactions when shelter volunteers take shelter dogs for an on-leash walk. Video records were made of 370 walks, involving 74 volunteers and 111 shelter dogs, and a leash tension meter was used to determine the pull strength of dogs and walkers. Human gender and canine sex had dyadic effects during the walk. Male dogs tended to pull more frequently and created increased leash tensions. Dogs displayed more stress related behaviours when interacting with men than women, with the signs being spending less time holding the tail in the high position, and more frequent gazing and lip-licking behaviours. Finally, there was a greater pre-disposition in women to use verbal commands, and language typically used with babies, while men were more inclined to have physical contact with dogs. This study’s results may be used to match shelter dogs with appropriate men and women volunteers for walking exercise of the dog, and to improve potential dog socialisation efforts by shelters.","RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,Humanities;Humanism;Humans;Dogs,NA,NA
rayyan-875292242,Behavioral and cardiac responses by dogs to physical human–dog contact,2014,5,1,Journal of veterinary behavior,1558-7878,9,3,93-97,"Kuhne, Franziska and Johanna, C. Hößler and Struwe, Rainer",https://www.proquest.com/docview/2000233196?accountid=12753&bdid=17177&_bd=J5wern0Yt0U%2FzXUWY5ib9%2F5dUoo%3D,NA,NA,"Kuhne, Franziska Veterinary Department, Institute of Animal Welfare and Behaviour, FU Berlin, Berlin. ","Measures of behavioral responses and cardiovascular parameters to evaluate and assess animal well-being are well established. A major aspect of companion animal well-being seems to originate from direct human–animal interaction. For pet dogs, the manner in which they obtain and respond to petting and hugs could interfere with the development of a pleasant human–dog companionship. Therefore, the purpose of this study was to evaluate cardiovascular responses by dogs to physical human–dog contact and to assess these physiological responses in relation to the dogs' behavioral responses. Noninvasive measurements of privately owned dogs' (N = 28) cardiovascular parameters and behavioral responses were carried out during 9 physical human–dog interactions (e.g., petting the dog on its back, holding a forepaw of the dog). The behavioral responses were grouped in categories, for example, redirected behavior, displacement activity, and appeasement gesture. The mean heart rate (HR) and 2 cardiac activity parameters, standard deviation of normal-to-normal R–R intervals (SDNN) and root mean square of successive heartbeat interval differences/SDNN (RMSSD/SDNN) ratio, differed significantly among the human–dog interactions. Petting and holding the dog around the head was associated with an increased SDNN. An increased vagal tone was the dogs' responses to being petted at the chest. Displacement activities correlated negatively with all cardiovascular parameters (HR, SDNN, RMSSD, and RMSSD/SDNN ratio). Appeasement gestures were positively correlated with HR and occurred less under an increased vagal tone. The behavioral strategies, that is, freezing (standing motionless with all legs on the floor) and withdrawal (moving backward without any agonistic display) were negatively associated with the cardiac activity parameters, RMSSD and RMSSD/SDNN ratio. The dogs' behavioral and physiological responses suggest that some common physical human–dog interactions perceived as unpleasant by dogs. Emphasis on human signaling in human–dog interactions encourages development of recommendations for pleasant and safe human–dog contact to enhance dogs' well-being and the human–dog relationship.","p. 93-97 | RAYYAN-INCLUSION: {""Kelsey""=>""Included""}",NA,Humanities;Humanism;Humans;Dogs,NA,NA
